Reporting Fiscal Year,Agency,Agency Name,Resource indicators,Previous FY Actual,Current FY Plan,Current FY Updated Plan,Next FY Plan,Previous FY 4-Month Actual,Current FY 4-Month Actual,Notes
2016,BOE,BOARD OF ELECTIONS,Revenues ($000),$41,$116,$116,$116,$19,$16,
2016,BOE,BOARD OF ELECTIONS,Personnel,638,"1,555","1,555","1,037",779,641,
2016,BOE,BOARD OF ELECTIONS,"Overtime paid ($000,000)",$4.90,$2.30,$2.30,$2.30,$2.40,$1.90,
2016,CCHR,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$5.80,$10.30,$11.00,$10.80,$1.80,$2.20,Includes all funds.
2016,CCHR,COMMISSION ON HUMAN RIGHTS,Personnel,66,130,131,123,65,78,
2016,CCHR,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$9,$11,$11,$11,$1,$1,
2016,CCRB,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$12.70,$15.10,$15.90,$16.50,$3.60,$4.20,Includes all funds.
2016,CCRB,COMMISSION ON HUMAN RIGHTS,Personnel,146,189,194,194,161,160,
2016,CCRB,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$387,$0,$0,$0,$103,$93,
2016,CUNY,CITY UNIVERSITY OF NEW YORK,"Expenditures ($000,000)",$955.10,$993.20,"$1,057.30",$985.70,$210.50,$293.90,Includes all funds.
2016,CUNY,CITY UNIVERSITY OF NEW YORK,"Revenues ($000,000)",$383.00,$399.80,$416.60,$399.80,$55.70,$63.90,
2016,CUNY,CITY UNIVERSITY OF NEW YORK,Personnel,"8,749","9,450","9,451","9,537","9,936","10,232",
2016,CUNY,CITY UNIVERSITY OF NEW YORK,"Overtime paid ($000,000)",$7.60,$1.60,$2.10,$1.60,$1.90,$2.30,
2016,CUNY,CITY UNIVERSITY OF NEW YORK,Work Experience Program (WEP) participants assigned,510,*,*,*,558,0,
2016,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Expenditures ($000,000)",$37.40,$41.30,$41.00,$40.80,$12.20,$12.90,Includes all funds.
2016,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Revenues ($000,000)",$32.90,$28.00,$28.00,$27.30,$8.10,$8.10,
2016,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Personnel,367,435,440,439,385,364,
2016,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Overtime paid ($000),$197,$158,$201,$179,$78,$35,
2016,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Expenditures ($000,000)","$1,157.80","$1,183.20","$1,238.20","$1,188.80",$935.70,$903.30,Includes all funds.
2016,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Revenues ($000,000)",$166.60,$60.20,$93.40,$60.90,$32.80,$27.60,
2016,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,Personnel,"2,105","2,316","2,434","2,415","2,060","2,090",
2016,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Overtime paid ($000,000)",$18.60,$16.10,$16.10,$16.20,$5.00,$6.10,
2016,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Capital commitments ($000,000)",$98.80,$292.30,$359.70,$230.10,$29.60,$41.60,
2016,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,Work Experience Program (WEP) participants assigned,705,*,*,*,881,803,
2016,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Expenditures ($000,000)",$163.70,$166.00,$172.70,$145.90,$78.60,$90.40,Includes all funds.
2016,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Personnel,62,62,88,70,61,63,
2016,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Overtime paid ($000),$0,$0,$0,$0,$0,$0,
2016,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Capital commitments ($000,000)",$153.90,$112.60,$788.00,$40.50,$23.90,$13.00,
2016,DCP,DEPARTMENT OF CITY PLANNING,"Expenditures ($000,000)",$24.70,$38.10,$42.20,$41.50,$7.80,$10.50,Includes all funds.
2016,DCP,DEPARTMENT OF CITY PLANNING,"Revenues ($000,000)",$1.60,$2.10,$2.10,$2.10,$0.50,$1.30,
2016,DCP,DEPARTMENT OF CITY PLANNING,Personnel,274,352,354,372,267,284,
2016,DCP,DEPARTMENT OF CITY PLANNING,Overtime paid ($000),$47,$9,$29,$29,$17,$20,
2016,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Expenditures ($000,000)",$160.30,$564.20,$613.00,$549.40,$45.40,$489.70,Includes all funds.
2016,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Revenues ($000),$62,$150,$150,$150,$13,$18,
2016,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Personnel,"1,254","1,400","1,403","1,401","1,176","1,261",
2016,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Overtime paid ($000,000)",$2.20,$1.30,$1.30,$1.30,$0.70,$0.80,
2016,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Capital commitments (capital projects managed for client agencies) ($000,000)","$1,439.20","$1,875.50","$1,850.00",*,NA,NA,
2016,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Expenditures ($000,000)","$1,216.10","$1,253.60","$1,542.90","$1,230.70",$538.20,$691.10,Includes all funds.
2016,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Revenues ($000,000)",$26.60,$24.30,$24.30,$24.30,$8.10,$8.00,This does not include any of the approximately $1.5 billion the City receives annually from the NYC Water Board in reimbursement for operations and maintenance and in rent.
2016,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,Personnel,"5,727","6,297","6,332","6,377","5,692","5,677",
2016,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Overtime paid ($000,000)",$42.90,$22.60,$22.60,$22.80,$10.40,$13.00,
2016,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Capital commitments ($000,000)","$2,102.80","$2,246.10","$2,327.00","$3,219.60",$112.10,$159.20,
2016,DFTA,DEPARTMENT FOR THE AGING,"Expenditures ($000,000)",$285.20,$310.00,$317.20,$279.70,$148.60,$197.00,Includes all funds.
2016,DFTA,DEPARTMENT FOR THE AGING,"Revenues ($000,000)",$1.10,$1.00,$1.00,$1.00,$0.70,$0.20,
2016,DFTA,DEPARTMENT FOR THE AGING,Personnel,727,470,691,665,644,636,
2016,DFTA,DEPARTMENT FOR THE AGING,Overtime paid ($000),$35,$0,$0,$0,$11,$6,
2016,DFTA,DEPARTMENT FOR THE AGING,"Capital commitments ($000,000)",$1.70,$8.20,$12.20,$11.40,$0.00,$0.00,
2016,DFTA,DEPARTMENT FOR THE AGING,"Human services contract budget ($000,000)",$244.90,$260.00,$265.30,$229.00,$84.00,$92.40,
2016,DHS,DEPARTMENT OF HOMELESS SERVICES,"Expenditures ($000,000)","$1,169.80","$1,080.90","$1,311.40","$1,108.60",$676.50,$681.30,Includes all funds.
2016,DHS,DEPARTMENT OF HOMELESS SERVICES,Personnel,"1,977","2,317","2,641","2,428","1,947","2,131",
2016,DHS,DEPARTMENT OF HOMELESS SERVICES,"Overtime paid ($000,000)",$9.40,$5.50,$5.50,$5.50,$3.00,$3.70,
2016,DHS,DEPARTMENT OF HOMELESS SERVICES,"Capital commitments ($000,000)",$20.40,$36.60,$48.70,$65.10,$10.60,$0.00,
2016,DHS,DEPARTMENT OF HOMELESS SERVICES,"Human services contract budget ($000,000)",$941.20,$815.20,"$1,011.10",$819.70,$299.50,$316.90,
2016,DOB,DEPARTMENT OF BUILDINGS,"Expenditures ($000,000)",$108.70,$154.40,$155.20,$155.40,$35.10,$43.40,Includes all funds.
2016,DOB,DEPARTMENT OF BUILDINGS,"Revenues ($000,000)",$291.80,$214.90,$225.80,$220.20,$94.30,$99.40,
2016,DOB,DEPARTMENT OF BUILDINGS,Personnel,"1,156","1,475","1,489","1,618","1,082","1,180",
2016,DOB,DEPARTMENT OF BUILDINGS,"Overtime paid ($000,000)",$7.10,$3.40,$3.40,$3.40,$1.90,$2.30,
2016,DOC,DEPARTMENT OF CORRECTION,"Expenditures ($000,000)","$1,162.10","$1,222.50","$1,315.40","$1,307.70",$352.90,$430.60,Includes all funds.
2016,DOC,DEPARTMENT OF CORRECTION,"Revenues ($000,000)",$20.80,$21.70,$21.70,$21.70,$6.40,$7.40,
2016,DOC,DEPARTMENT OF CORRECTION,Personnel (uniformed),"8,756","9,653","10,195","10,220","8,711","9,057",
2016,DOC,DEPARTMENT OF CORRECTION,Personnel (civilian),"1,491","1,933","2,191","2,191","1,384","1,499",
2016,DOC,DEPARTMENT OF CORRECTION,"Overtime paid ($000,000)",$196.30,$86.70,$184.80,$131.10,$46.40,$83.10,
2016,DOC,DEPARTMENT OF CORRECTION,"Capital commitments ($000,000)",$153.60,$469.30,$568.60,$158.70,$25.50,$7.60,
2016,DOE,DEPARTMENT OF EDUCATION,"Expenditures ($000,000)","$20,999.40","$21,909.70","$21,972.50","$22,881.20","$7,751.90","$8,360.60",Includes all funds.
2016,DOE,DEPARTMENT OF EDUCATION,"Revenues ($000,000)",$77.60,$55.90,$55.90,$55.90,$24.50,$25.60,
2016,DOE,DEPARTMENT OF EDUCATION,Personnel,"137,078","138,425","138,601","139,174","135,005","139,533",
2016,DOE,DEPARTMENT OF EDUCATION,"Overtime paid ($000,000)",$19.20,$9.90,$10.00,$9.80,$3.50,$3.70,
2016,DOE,DEPARTMENT OF EDUCATION,"Human services contract budget ($000,000)",$765.90,$806.50,$751.00,$718.00,$194.50,$175.50,
2016,DOE,DEPARTMENT OF EDUCATION,Work Experience Program (WEP) participants assigned,0,*,*,*,29,0,
2016,DOF,DEPARTMENT OF FINANCE,"Expenditures ($000,000)",$251.80,$266.00,$272.20,$270.20,$112.80,$128.30,Includes all funds.
2016,DOF,DEPARTMENT OF FINANCE,"Revenues ($000,000)",$803.90,$705.00,$712.00,$730.20,$281.80,$273.20,
2016,DOF,DEPARTMENT OF FINANCE,Personnel,"1,916","2,114","2,180","2,176","1,866","1,930",
2016,DOF,DEPARTMENT OF FINANCE,Overtime paid ($000),"$1,709","$1,356","$1,356","$1,356",$405,$624,
2016,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Expenditures ($000,000)","$1,429.00","$1,285.90","$1,369.20","$1,343.40",$866.90,$746.60,Includes all funds.
2016,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Revenues ($000,000)",$31.50,$60.00,$59.00,$32.00,$10.50,$38.20,
2016,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Personnel,"5,122","5,299","6,051","5,927","4,909","4,773",
2016,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Overtime paid ($000,000)",$6.40,$4.10,$6.40,$4.10,$1.50,$2.30,
2016,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Capital commitments ($000,000)",$49.90,$98.30,$121.70,$130.30,$5.80,$3.80,
2016,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Human services contract budget ($000,000)",$725.20,$602.00,$618.70,$636.50,$235.30,$232.10,
2016,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Work Experience Program (WEP) participants assigned,71,*,*,*,89,84,
2016,DOI,DEPARTMENT OF INVESTIGATION,"Expenditures ($000,000)",$35.00,$31.00,$50.70,$44.20,$13.20,$20.90,Includes all funds.
2016,DOI,DEPARTMENT OF INVESTIGATION,"Revenues ($000,000)",$3.40,$3.80,$3.80,$3.80,$0.40,$0.50,
2016,DOI,DEPARTMENT OF INVESTIGATION,Personnel,264,308,389,363,226,277,
2016,DOI,DEPARTMENT OF INVESTIGATION,Overtime paid ($000),$410,$46,$396,$46,$87,$192,
2016,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Expenditures ($000,000)",$491.70,$553.10,$684.60,$589.90,$253.60,$260.60,Includes all funds.
2016,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Revenues ($000,000)",$174.10,$165.60,$165.70,$168.60,$56.30,$46.70,
2016,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Personnel,"1,257","1,670","1,761","1,751","1,161","1,283",
2016,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Overtime paid ($000),$867,$517,$517,$517,$171,$318,
2016,DOP,DEPARTMENT OF PROBATION,"Expenditures ($000,000)",$89.90,$95.50,$99.50,$96.60,$36.00,$40.90,Includes all funds.
2016,DOP,DEPARTMENT OF PROBATION,Revenues ($000),$339,$302,$302,$302,$107,$69,
2016,DOP,DEPARTMENT OF PROBATION,Personnel,945,"1,030","1,063","1,038",959,950,
2016,DOP,DEPARTMENT OF PROBATION,Overtime paid ($000),$504,$534,$534,$534,$91,$204,
2016,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Expenditures ($000,000)",$6.30,$6.50,$8.30,$7.40,$2.50,$3.10,Includes all funds.
2016,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Revenues ($000,000)",$1.20,$1.00,$1.10,$0.80,$0.40,$0.30,
2016,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Personnel,53,49,60,56,49,53,
2016,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Overtime paid ($000),$23,$0,$0,$0,$3,$0,
2016,DOT,DEPARTMENT OF TRANSPORTATION,"Expenditures ($000,000)",$885.00,$880.00,$970.80,$930.70,$443.40,$502.10,Includes all funds.
2016,DOT,DEPARTMENT OF TRANSPORTATION,"Revenues ($000,000)",$368.80,$359.40,$360.10,$361.60,$115.50,$117.90,
2016,DOT,DEPARTMENT OF TRANSPORTATION,Personnel,"4,861","5,153","5,303","5,236","4,802","4,866",
2016,DOT,DEPARTMENT OF TRANSPORTATION,"Overtime paid ($000,000)",$70.40,$39.30,$40.30,$39.90,$20.70,$25.10,
2016,DOT,DEPARTMENT OF TRANSPORTATION,"Capital commitments ($000,000)","$1,360.90","$1,963.60","$1,468.20","$2,737.30",$332.00,$74.30,
2016,DOT,DEPARTMENT OF TRANSPORTATION,Work Experience Program (WEP) participants assigned,32,*,*,*,37,0,
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,"Expenditures ($000,000)",$496.30,$454.70,$491.50,$459.30,$176.30,$194.80,Includes all funds.
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,"Revenues ($000,000)",$67.80,$70.10,$70.10,$70.10,$26.30,$28.50,
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,Personnel (Total FT and FTE),"6,870","7,204","7,545","7,185","6,496","6,943",
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,Full-time personnel,"3,862","4,005","4,184","4,135","3,704","3,853",
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,Full-time equivalent (FTE) personnel,"3,008","3,199","3,361","3,050","2,792","3,090",
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,Parks Opportunity Program (POP) participants,"1,605","1,693","1,379","1,379","1,582","1,567","POP participants, reflected as full-time equivalents, are a subtotal of the Department's total Personnel count."
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,"Overtime paid ($000,000)",$15.40,$10.90,$11.30,$11.10,$5.10,$7.70,
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,"Capital commitments ($000,000)",$645.70,$803.20,"$1,226.00",$864.70,$88.50,$101.50,
2016,DPR,DEPARTMENT OF PARKS AND RECREATION,Work Experience Program (WEP) participants assigned,0,*,*,*,25,0,
2016,DSNY,DEPARTMENT OF SANITATION,"Expenditures ($000,000)","$1,477.40","$1,567.10","$1,547.20","$1,637.90",$676.30,$621.20,Includes all funds.
2016,DSNY,DEPARTMENT OF SANITATION,"Revenues ($000,000)",$17.50,$17.60,$17.60,$17.30,$6.30,$6.50,
2016,DSNY,DEPARTMENT OF SANITATION,Personnel (uniformed),"7,381","7,427","7,427","7,477","7,568","7,712",
2016,DSNY,DEPARTMENT OF SANITATION,Personnel (civilian),"2,150","2,384","2,386","2,398","2,016","2,164",
2016,DSNY,DEPARTMENT OF SANITATION,"Overtime paid ($000,000)",$131.30,$99.80,$99.00,$106.50,$14.30,$21.40,
2016,DSNY,DEPARTMENT OF SANITATION,"Capital commitments ($000,000)",$273.60,$265.50,$258.40,$276.60,$119.40,$13.70,
2016,DSNY,DEPARTMENT OF SANITATION,Work Experience Program (WEP) participants assigned,"1,008",*,*,*,"1,206","1,000",
2016,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Expenditures ($000,000)",$581.90,$658.40,$679.60,$542.60,$358.70,$394.80,Includes all funds.
2016,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Personnel,503,522,556,526,449,487,
2016,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Overtime paid ($000),$167,$154,$154,$154,$64,$25,
2016,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Human services contract budget ($000,000)",$463.20,$561.80,$536.10,$448.80,$133.00,$143.50,
2016,EDC,ECONOMIC DEVELOPMENT CORPORATION,Personnel,455,446,477,477,437,478,
2016,EDC,ECONOMIC DEVELOPMENT CORPORATION,"Capital commitments ($000,000)",$163.10,$667.30,$880.60,$808.00,$21.10,$26.20,
2016,FDNY,FIRE DEPARTMENT,"Expenditures ($000,000)","$1,893.70","$1,831.30","$2,036.40","$1,899.50",$621.20,$775.80,Includes all funds.
2016,FDNY,FIRE DEPARTMENT,"Revenues ($000,000)",$95.40,$87.30,$87.60,$87.60,$36.20,$34.70,
2016,FDNY,FIRE DEPARTMENT,Personnel (uniformed),"10,777","10,790","10,821","10,849","10,503","10,621",
2016,FDNY,FIRE DEPARTMENT,Personnel (civilian),"5,524","5,667","5,701","5,762","5,360","5,676",
2016,FDNY,FIRE DEPARTMENT,"Overtime paid ($000,000)",$337.00,$249.30,$312.60,$237.50,$102.50,$117.40,
2016,FDNY,FIRE DEPARTMENT,"Capital commitments ($000,000)",$70.60,$205.10,$275.10,$187.80,$12.60,$33.10,
2016,FDNY,FIRE DEPARTMENT,Work Experience Program (WEP) participants assigned,0,*,*,*,0,0,
2016,H + H,HEALTH AND HOSPITALS CORP,"Expenditures ($000,000)","$6,874.70","$8,249.30","$8,249.30","$7,706.30","$2,048.70","$2,419.10",Consistent with NYC H + H November 2015 Plan. Includes all funds.
2016,H + H,HEALTH AND HOSPITALS CORP,"Revenues ($000,000)","$7,417.70","$7,920.30","$7,920.30","$6,578.30","$1,587.40","$2,143.40",Consistent with NYC H + H November 2015 Plan
2016,H + H,HEALTH AND HOSPITALS CORP,Personnel,"38,748","39,033","39,885","39,885","38,346","39,670",Consistent with NYC January 2016 Plan
2016,H + H,HEALTH AND HOSPITALS CORP,"Overtime paid ($000,000)",$143.50,$138.30,$143.90,$148.20,$47.10,$50.70,Consistent with NYC H + H November 2015 Plan
2016,H + H,HEALTH AND HOSPITALS CORP,"Capital commitments ($000,000)",$106.60,$340.80,$491.50,$488.10,$63.50,$55.20,Consistent with NYC January 2016 Plan
2016,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Expenditures ($000,000)",$718.40,$753.00,"$1,118.10",$876.20,$320.80,$345.90,Includes all funds.
2016,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Revenues ($000,000)",$64.70,$22.60,$32.80,$23.60,$19.70,$20.00,
2016,HPD,HOUSING AND PRESERVATION DEVELOPMENT,Personnel,"2,130","2,375","2,483","2,462","2,025","2,165",
2016,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Overtime paid ($000,000)",$1.90,$0.70,$2.00,$1.70,$0.40,$0.60,
2016,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Capital commitments ($000,000)",$412.80,$826.50,"$1,070.30",$669.50,$16.70,$53.80,
2016,HPD,HOUSING AND PRESERVATION DEVELOPMENT,Work Experience Program (WEP) participants assigned,115,*,*,*,142,131,
2016,HRA,HUMAN RESOURCES ADMINISTRATION,"Expenditures ($000,000)","$9,771.20","$9,787.10","$9,662.40","$9,808.30","$3,463.60","$3,474.70",Includes all funds.
2016,HRA,HUMAN RESOURCES ADMINISTRATION,"Revenues ($000,000)",$50.00,$41.80,$42.60,$42.60,$10.30,$8.80,
2016,HRA,HUMAN RESOURCES ADMINISTRATION,Personnel,"13,690","14,495","14,643","14,308","13,621","13,567",
2016,HRA,HUMAN RESOURCES ADMINISTRATION,"Overtime paid ($000,000)",$25.30,$18.10,$18.10,$18.10,$8.10,$9.20,
2016,HRA,HUMAN RESOURCES ADMINISTRATION,"Capital commitments ($000,000)",$88.60,$39.40,$79.60,$32.80,$56.30,$4.40,
2016,HRA,HUMAN RESOURCES ADMINISTRATION,"Human services contract budget ($000,000)",$454.20,$540.40,$563.30,$524.50,$94.60,$104.00,
2016,HRA,HUMAN RESOURCES ADMINISTRATION,Work Experience Program (WEP) participants assigned,226,*,*,*,484,0,
2016,LAW,LAW DEPARTMENT,"Expenditures ($000,000)",$175.60,$186.60,$196.60,$185.60,$67.20,$73.60,Includes all funds.
2016,LAW,LAW DEPARTMENT,"Revenues ($000,000)",$26.80,$20.50,$45.50,$20.50,$10.70,$7.70,
2016,LAW,LAW DEPARTMENT,Personnel,"1,551","1,542","1,615","1,608","1,462","1,528",
2016,LAW,LAW DEPARTMENT,Overtime paid ($000),"$1,354",$1,$1,$1,$386,$308,
2016,LIB,PUBLIC LIBRARIES,"Expenditures ($000,000)",$326.30,$357.70,$363.60,$342.50,$209.70,$239.30,Includes all funds.
2016,LIB,PUBLIC LIBRARIES,Personnel,"3,705","3,832","4,308","4,068","3,727","3,880",
2016,LIB,PUBLIC LIBRARIES,"Capital commitments ($000,000)",$39.90,$176.90,$485.50,$148.10,$6.20,$10.60,
2016,LPC,LANDMARKS PRESERVATION COMM.,"Expenditures ($000,000)",$4.80,$5.70,$5.80,$6.10,$1.60,$1.80,Includes all funds.
2016,LPC,LANDMARKS PRESERVATION COMM.,"Revenues ($000,000)",$6.90,$4.00,$4.00,$4.00,$2.40,$2.60,
2016,LPC,LANDMARKS PRESERVATION COMM.,Personnel,71,73,74,74,61,72,
2016,LPC,LANDMARKS PRESERVATION COMM.,Overtime paid ($000),$1,$7,$7,$7,$0,$0,
2016,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,"Expenditures ($000,000)",$35.00,$16.00,$52.80,$21.30,$13.90,$12.40,Includes all funds.
2016,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,Personnel,153,58,206,52,119,157,
2016,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,Overtime paid ($000),$462,$106,$198,$106,$111,$186,
2016,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Expenditures ($000,000)","$3,154.30","$3,213.90","$3,213.90","$3,282.70","$1,044.00","$1,030.20",Includes all funds.
2016,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Revenues ($000,000)","$3,260.80","$3,115.70","$3,115.70","$3,071.10","$1,045.50","$1,107.00",
2016,NYCHA,NEW YORK CITY HOUSING AUTHORITY,Personnel,"11,399","11,221","11,369","11,265","11,420","11,415",
2016,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Overtime paid ($000,000)",$64.90,$74.60,$74.60,$52.50,$21.50,$24.40,
2016,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Capital commitments ($000,000)",$37.40,$563.00,$463.20,$148.70,$28.00,$105.60,
2016,NYPD,POLICE DEPARTMENT,"Expenditures ($000,000)","$5,151.60","$5,069.30","$5,504.10","$5,110.30","$1,568.70","$1,890.10",Includes all funds.
2016,NYPD,POLICE DEPARTMENT,"Revenues ($000,000)",$103.90,$95.30,$97.30,$96.90,$35.60,$36.20,
2016,NYPD,POLICE DEPARTMENT,Personnel (uniformed),"34,618","35,780","35,780","35,780","34,834","35,630",
2016,NYPD,POLICE DEPARTMENT,Personnel (civilian),"16,233","17,328","17,612","17,529","16,158","15,993",
2016,NYPD,POLICE DEPARTMENT,"Overtime paid ($000,000)",$716.10,$607.60,$631.10,$564.30,$208.50,$254.40,
2016,NYPD,POLICE DEPARTMENT,"Capital commitments ($000,000)",$141.10,$350.70,$510.50,$407.40,$20.20,$38.90,
2016,NYPD,POLICE DEPARTMENT,Work Experience Program (WEP) participants assigned,238,*,*,*,238,232,
2016,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,"Expenditures ($000,000)",$34.40,$39.20,$38.20,$39.90,$11.00,$13.20,Includes all funds.
2016,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,"Revenues ($000,000)",$141.30,$126.80,$126.80,$126.70,$50.70,$50.40,
2016,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,Personnel,362,461,448,446,352,343,
2016,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,Overtime paid ($000),$42,$40,$40,$40,$16,$14,
2016,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,"Expenditures ($000,000)",$66.50,$64.40,$75.50,$66.70,$23.00,$25.90,Includes all funds.
2016,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,Revenues ($000),$41,$100,$100,$100,$21,$11,
2016,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,Personnel,569,673,697,718,563,574,
2016,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,"Overtime paid ($000,000)",$4.50,$2.00,$2.20,$1.80,$1.20,$1.60,
2016,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Expenditures ($000,000)",$273.50,$262.00,$397.00,$172.10,$143.60,$161.40,Includes all funds.
2016,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Revenues ($000,000)",$55.60,$72.70,$72.70,$63.80,$0.10,$0.20,
2016,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,Personnel,257,329,333,330,256,265,
2016,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,Overtime paid ($000),$34,$0,$0,$0,$13,$3,
2016,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Human services contract budget ($000,000)",$28.60,$19.20,$27.30,$19.20,$5.20,$5.20,
2016,SCA,SCHOOL CONSTRUCTION AUTHORITY,Personnel,677,715,800,800,669,691,
2016,SCA,SCHOOL CONSTRUCTION AUTHORITY,"Capital commitments ($000,000)","$2,884.40","$2,782.60","$3,136.30","$2,624.00",$746.00,$745.60,
2016,TLC,NYC TAXI AND LIMOUSINE COMM,"Expenditures ($000,000)",$52.40,$68.90,$68.60,$71.80,$19.50,$18.40,Includes all funds.
2016,TLC,NYC TAXI AND LIMOUSINE COMM,"Revenues ($000,000)",$95.50,$77.40,$77.40,$53.50,$42.20,$22.40,
2016,TLC,NYC TAXI AND LIMOUSINE COMM,Personnel,609,757,755,757,584,593,
2016,TLC,NYC TAXI AND LIMOUSINE COMM,Overtime paid ($000),"$1,369","$1,293","$1,260","$1,230",$432,$430,
2025,311,311,"Expenditures ($000,000)",$61.70,$65.60,$66.30,$24.40,$65.80,$66.30,This is a subtotal of the Department of Information Technology and Telecommunications total.  Includes all funds.
2025,311,311,Personnel,376,396,395,364,395,395,This is a subtotal of the Department of Information Technology and Telecommunications total.
2025,311,311,Overtime paid ($000),$264,$239,$239,$207,$239,$239,This is a subtotal of the Department of Information Technology and Telecommunications total.
2025,ACS,ADMIN FOR CHILDREN'S SERVICES,"Expenditures ($000,000)","$3,355.10","$2,787.30","$3,354.00","$2,826.50","$1,573.30","$1,631.10",Includes all funds.
2025,ACS,ADMIN FOR CHILDREN'S SERVICES,"Revenues ($000,000)",$3.80,$3.40,$3.40,$3.40,$1.40,$3.10,
2025,ACS,ADMIN FOR CHILDREN'S SERVICES,Personnel,"6,483","7,062","7,058","7,058","6,295","6,434",
